;0
111;Der Open Water Diver ist der Urlaubstauchschein. Er berechtigt dich, weltweit an geführten Tauchgängen bis zu einer Tiefe von 18 m teilzunehmen und ist ein Leben lang gültig.Voraussetzungen:gültige Tauchtauglichkeitsbescheinigung, GrundtauchscheinKursgebühr:149 €Die Kursgebühr beinhaltet alle anfallenden Kosten für Lernmaterialien, Ausbildung, Leihausrüstung, Eintritte und Brevetierung.Kursinhalt:4 Ausbildungstauchgänge an zwei Tagen im Hitdorfer SeeKurstermine und AnmeldungHier kannst du alle Termine einsehen und dich anmelden:Infos und AnmeldungCorona SicherheitsmaßnahmenGruppengröße, Abstandsregeln und Desinfektion der Ausrüstung unterliegen einem bewährten Hygienekonzept.Kontaktdiving@vip-rescue.de, Matthias: 0175 4336680, Michael: 0170 639082, VIP Dive Center Köln
112;"Trotz überfüllter Bäder und hoher Eintrittspreise bietenwir für euch einen kostenlosen Freischwimmkurs an.Schwimmen wird von vielen Studierenden nach wie voranerster Stelle genannt, wenn es um die Präferenz der Ausdauersportarten geht. Dieser erfreulichen Akzeptanz des Schwimmens hofft der Hochschulsport denakademischen Wasserratten mit seinen Angeboten gerecht zu werden.Dieser Kurs ist nur für Schwimmer!Begrenzte Teilnehmerzahl.Die Anmeldung erfolgt online;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich!Bitte achtet darauf, pünktlich vor Ort zu erscheinen und haltet zu allen Kursen euren Studierendenausweis mit Lichtbild bereit.Aufgrund der Coronapandemie gibt es keine Duschmöglichkeiten und die Maskenpflicht gilt überall außer im Wasser!_______________2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:2G: Immunisierte Personen (Geimpft/ Genesen), diezusätzlichverfügen über(+):Einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU! Befreiung:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMittwoch20:1521:15Hallenbad OssendorfVorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
113;In der Krieler Welle in Köln Lindenthal können Babys ab 8 Wochen gemeinsam mit Ihren Eltern das angenehm warme Wasser geniessen und erste Babyschwimmerfahrungen sammeln. Geschult werden Motorik, Sensorik und Wahrnehmung. In unseren Mini - Kids Kursen werden mit Bewegungs- und Singspielen vor allem Wassersicherheit und Wasserbewältigung angestrebt. Ein wesentlicher Punkt sind auch die Übungen zur Selbstrettung. Hier steht das spielerische und spassige Wassertraining im Vordergrund. Sind die Kinder 4 Jahre alt, so kann mit dem Schwimmtraining begonnen werden. Die Kinder sollen selbständiges Schwimmen ohne Hilfsmittel erlernen. Hier treten die Kinder unserem Swimmi-Club bei, der nicht nur ein Gemeinschaftsgefühl vermittelt, sondern auf ansprechende Weise jeden Schwimmfortschritt dokumentiert. Unser Programm wird von hervorragend ausgebildeten Diplomsportlehrern oder Aquapädagogen durchgeführt. Für ausreichenden Versicherungsschutz haben die Eltern zu sorgen Für die Schwimmkurse wird ein Kursbeitrag erhoben. Die Kurszeiten entnehmen Sie bitte unserem Kursangebot auf unserer Websitewww.krieler-welle.deAnmeldungen: telefonisch 0221 / 4304747 und per e. Mail daus@krieler-welle.de
114;Die Wasserski-Seilbahn Langenfeld bietet dem Hochschulsport preisgünstige Kurse an.Die ersten Starts werden auf Paar-Ski durchgeführt. So gelingt das Starten bereits nach einer halben Stunde. Danach kann wahlweise aufs Wakeboard umgestiegen werden.Dieses Angebot richtet sich besonders an Neulinge.Einzige Voraussetzung: sicher schwimmen zu können.Versicherungsschutz: Die normale Kranken- und Haftpflichtversicherung reicht aus.Dieser Kurs wird wieder im Sommersemester 2022 angeboten.
115;Das nötige Schulungsmaterial stellen wir zur Verfügung. Auf dem schön angelegten Bungalowpark Veluwestrandbad werdet ihr untergebracht in Bungalows und Mobilheimen. Die UnteDas nötige Schulungsmaterial stellen wir zur Verfügung. Auf dem schön angelegten Bungalowpark Veluwestrandbad werdet ihr untergebracht in Bungalows und Mobilheimen. Die Unterkünfte befinden sich in unmittelbarer Nähe zum Wasser und zur Windsurfschule.Außerhalb der Kurszeiten habt ihr die Möglichkeit, kostenlos Kajaks zu nutzen.Diese modernen, gemütlichen und komfortablen Bungalows und Mobilheime sind vollständig eingerichtet, verfügen sämtlich über einen Gasofen bzw. eine Zentralheizung, eine volleingerichtete Küche mit Gasherd, Dusche, Bad, WC, Aufenthaltsraum mit TV und haben eine eigene Terrasse mit Gartenmöbeln.Die Mobilheime haben zudem einen elektrischen Backofen und eine Ministereoanlage.Die Bungalows verfügen über 2 Doppelzimmer und einen Alkoven. Die Mobilheime sind mit 4 Doppelzimmern ausgestattet. (Preis p.P/Nacht: 15 Euro)Dieser Kurs wird wieder im Sommersemester 2022 angeboten.Wichtig:Betrag muss bei der Anmeldung bar mitgebracht werden.Zeit:Preis:
116;"Termin:01.01. - 07.01.2022 (6 Skitage)Davos, SchweizSportclub WeissfluhDer Sportclub Weissfluh ist ein ehemaliges Lawinenforschungsinstitut und liegt oberhalb von Davos auf atemberaubenden 2.631m ü.M.Das Haus liegt direkt im Herzen des Skigebiets Davos Parsenn und bietet auf Grund der einzigartigen Lage eine traumhafte Aussicht.Voraussetzungen: 2G(geimpft oder genesen). An dieser Fahrt können nur Geimpfte und Genesene teilnehmen. Der 2G Status muss im Vorfeld nachgewiesen werden. Sollte bei angemeldeten Personen Erkältungssymptone vorliegen, müssen sie, trotz 2 G Status einen negativen Corona Test vorweisen.  Zusätzlich gelten die Cornabedingungen des jeweiligen Reiselandes. Wir empfehlen in jedem Fall den Abschluss einer Reiserücktrittskostenversicherung.Skigebiet:Davos liegt im Herzen von Graubünden und bietet absolute Schneesicherheit bis 2.844 Meter Höhe von November bis Ende April. Eine magische Kulisse der Bündner Gipfel mit teils unberührter Landschaft! 55 Sesselbahnen und Skilifte erschließen fünf weitläufige WintersportgebieteWir befinden uns inmitten des Parsenn Skigebitese. Daneben gibt es noch, das familiäre Madrisa-, das Pischnagebiet zum Freeriden, das Riner- und das Jakobshorn.Skifahren & Boarden satt auf 307 Kilometern schneesicheren Pisten. Und der perfekt geshapte Jatz Park im Jakobshorn und ein Funpark im Madrisa sind bestens geeignet für alle, denen die Piste nicht ausreicht.Unterbringung:Der „Sportclub Weissfluh"" ist erstmalig im Angebot des Hochschulsportzentrums. In Mitten des Skigebiets zu übernachten und die wahnsinnige Lage genießen zu können ist ein besonderes Erlebnis. Morgens geht keine Zeit verloren und wir können von der Haustür aus auf die Ski oder das Board steigen und starten.Im Haus belegen Sie Zwei-/Vier-/Sechs- oder Achtbettzimmer. Alle Zimmer sind mit Stockbetten ausgestattet. Duschen und WC befinden sich auf den Etagen.An- und Abreise:Die Anreise beginnt am 01. Januar 2022 abends und die Abreise ist am 07. Januar 2022.Leistungen:5x (So-Fr) Übernachtung im Sportclub Weissfluh in Mehrbettzimmern5x Halbpension inkl. Lunchpakete6 Tage (So-Fr) Skipass Davos KlostersBustransfer im modernen Fernreisebus ab Aachen und Köln (Anreise als Nachtfahrt 01. auf 02.01.2022)Preise pro Person:Studierende bis 25 Jahre: 580 EuroStudierende ab 26 Jahre: 650 EuroKeycard-Pfand Skipass 5 € per Person (wird vor Ort nach Abgabe des Skipasses zurück erstattet)Ski- und Snowboardkurse an sechs Tagen, mindestens halbtagsReiseleitungKurtaxeAchtungBei dieser Tour können wir keinen Unterricht für Anfängerinnen und Anfänger im Skilaufen und Snowboarden anbieten!Ski- und Snowboardmaterial ist nicht im Preis enthaltenBei der Teilnahme an Ski- und Snowboard-Kursen besteht Helmpflicht!Ski- und Snowboardkurse werden auf deutsch gegeben!Wir möchten darauf hinweisen, dass gemäß unserer Rücktrittsbedingungen und den Teilnahmebedingungen im Hochschulsport im Falle eines Rücktritts von der Reise Stornierungskosten anfallen. Aus diesem Grund empfehlen wir allen Teilnehmenden unserer Wintersporttouren den Abschluss einer ReiserücktrittkostenversicherungAnmeldung:im HochschulsportbüroBitte einen Personalausweis sowie ein Nachweis von 2G vorlegen"
117;Termin: 25.02. - 05.03.2022 (7 Skitage)Champery, SchweizChampéry ist der Hauptort des Skigebietes auf der Schweizer Seite. Das Bergdorf liegt malerisch unterhalb der markanten Gebirgskette Dents-du-Midi im Talschluss des Val d'Illiez. Das Ortsbild ist durch eng gedrängte, typische Walliser Holzchalets geprägt, was ihm eine sympathische Atmosphäre gibt. Champéry bietet eine gute touristische Infrastruktur mit einem modernen Sportzentrum und zahlreichen Restaurants, Cafés und Discos.Voraussetzungen: 2G(geimpft oder genesen). An dieser Fahrt können nur Geimpfte und Genesene teilnehmen. Der 2G Status muss im Vorfeld nachgewiesen werden. Sollte bei angemeldeten Personen Erkältungssymptone vorliegen, müssen sie, trotz 2 G Status einen negativen Corona Test vorweisen.  Zusätzlich gelten die Cornabedingungen des jeweiligen Reiselandes. Wir empfehlen in jedem Fall den Abschluss einer Reiserücktrittskostenversicherung.Skigebiet:Auf einer Winterreise 650 Pistenkilometer abfahren – in Portes du Soleil, im schweizerisch-französischen Grenzgebiet hoch über dem Genfer See, bietet sich diese einmalige Gelegenheit. Hier gehört es zu einem Ski- und Snowboardvergnügen der besonderen Art, täglich ein neues Tal anzusteuern und immer neue und ungespurte Hänge zu entdecken. Von Champéry geht es per Gondel oder Sessellift auf das Hochplateau von Planachaux, von wo aus die Supergebiete Les Crosets und Avorriaz ganz schnell erreichbar sind. Mit dem General-Liftpass können über 160 Seilbahnen und Lifte benutzt werden.Unterbringung:Die Hütte liegt nur ungefähr 500 Meter vom Einstiegslift entfernt und verfügt über 20 Schlafräume auf vier Etagen. Die Selbstverpflegung wird in der Gesamtgruppe organisiert und durchgeführt – gute Stimmung in den Kochgruppen ist sicher. Den Einkauf organisieren wir zentral. Die Touren in die Skihütte Jolimont sind eindeutig kultig.Das Haus Jolimont eignet sich für ein tolles Reiseprogramm: Après-Ski auf der Sonnenterrasse oder im Partyraum, Gruppenabende bei Käsefondue oder Lumumba mit der frischen Milch des Bauerns nebenan, sowie Tischtennis-Turniere. Auch nach der Piste wird es hier garantiert nicht langweilig!An- und Abreise:Die Anreise beginnt am 25. Februar 2022 abends und die Abreise ist am 05. März 2022 nachmittags.Leistungen:Vollverpflegung in Selbstversorgung, für mittags können Lunchpakete gepackt werdenUnterbringung in Mehrbettzimmern, Doppelzimmer gegen AufpreisFahrt im modernen Fernreisebus ab Hamburg über AachenSki- und Snowboardkurse an sechs Tagen, mindestens halbtagsReiseleitungKurtaxeGepäcktransport zur HüttePreis:550,- EuroNicht im Preis von 550€ enthalten:7-Tage-Liftpass Portes du Soleil: Ungefähr 300 Schweizer Franken für Studierende über 24 Jahren und ungefähr 270 Schweizer Franken für Studierende bis 24 Jahren. Dazu kommen vier Schweizer Franken Pfand. Dies sind Gruppenpreise von der Saison 2019/2020. Die Zahlung erfolgt vor Ort oder wird von der Leitung während der Anreise eingesammelt. Es wird darum gebeten, das Geld passend mitzubringen.Aufpreis für Unterbringung im Doppelzimmer: 25 Euro pro Person. Die Zimmer sind ungefähr 12 Quadratmeter groß.Ski- und Snowboardmaterial ist nicht enthaltenAchtung:Bei dieser Tour können wir keinen Unterricht für Anfängerinnen und Anfänger im Skilaufen und Snowboarden anbieten!Bei der Teilnahme an Ski- und Snowboard-Kursen besteht Helmpflicht!Ski- und Snowboardkurse werden auf deutsch gegeben!Wir möchten darauf hinweisen, dass gemäß unserer Rücktrittsbedingungen und den Teilnahmebedingungen im Hochschulsport im Falle eines Rücktritts von der Reise Stornierungskosten anfallen. Aus diesem Grund empfehlen wir allen Teilnehmenden unserer Wintersporttouren den Abschluss einer Reiserücktrittkostenversicherung.Anmeldung:im Hochschulsportbüro IBitte einen Personalausweis sowie ein Nachweis von 2G vorlegen
118;"Termin:11.03. - 19.03.2022 (6 Skitage)St. Gallenkirch/Galgenul ist ein kleiner Ort, der mit einigen netten Kneipen und dem wohl besten Après-Ski-Schirm der Silvretta an der Talstation aufwarten kann, an dem man nur schwer vorbeikommt. Der Après-Ski-Party steht also nichts im Wege.Voraussetzungen: 2G(geimpft oder genesen).An dieser Fahrt können nur Geimpfte und Genesene teilnehmen. Der 2G Status muss im Vorfeld nachgewiesen werden. Sollte bei angemeldeten Personen Erkältungssymptone vorliegen, müssen sie, trotz 2 G Status einen negativen Corona Test vorweisen.  Zusätzlich gelten die Cornabedingungen des jeweiligen Reiselandes. Wir empfehlen in jedem Fall den Abschluss einer Reiserücktrittskostenversicherung.Skigebiet:Die Silvretta Montafon ist zweifelsohne eines der skifahrerischsten Zentren Österreichs, mit einer perfekten Skischaukel, knapp 30 Liften und 158 Pistenkilometern in einer Höhenlage zwischen 1.000 und fast 2.400 Metern. Das Ganze in einem ausgewogenen Verhältnis von leichten, mittleren und sehr schweren Pisten sowie einigen gesicherten Varianten.Ungefähr 900 Meter von unserem Haus entfernt bietet die neue Gondelbahn ab Talgrund St. Gallenkirch den lückenlosen Anschluss zum Skigebiet Hochjoch. An der Talstation steht uns ein Ski- und Snowboarddepot zur Verfügung. Unbedingt zu empfehlen ist der kostenlose Skibusausflug in das hoch gelegene Freeride-Gebiet Gargellen und das benachbarte Skigebiet bei Schruns und Tschagguns mit weiteren 90 Pistenkilometern.Unterbringung:Unsere Unterkunft bietet einfachen, aber gemütlichen Wohnkomfort. Die Zimmer mit kleinen Schlafeinheiten verteilen sich auf drei Etagen. Alle Zimmer sind mit Einzel- oder Doppelbetten sowie mit Waschbecken ausgestattet. Jede Etage hat zwei Bäder mit Dusche und WC. Im Erdgeschoss befinden sich zudem separate Toiletten. Den geheizten Skiraum, die große Gruppenküche mit Vorratsraum, eine Rezeption mit Telefon, einen kleinen Aufenthaltsraum und den großen holzvertäfelten Tages- beziehungsweise Speiseraum mit Theke findet man ebenfalls im Erdgeschoss.Essen:Die Selbstverpflegung wird in der Gesamtgruppe organisiert und durchgeführt – gute Stimmung in den Kochgruppen ist sicher. Den Einkauf organisieren wir zentral.Jeder muss einen Tag in einer Kochgruppe helfen.An- und Abreise:1.  Anreise beginnt am 11. März 2022 abends und die Abreise ist nachmittags am 19. März 2022.Achtung: Zustieg nur in Aachen und Köln. Der Bus fährt nicht über Hamburg.Leistungen:Vollverpflegung in Selbstversorgung, für mittags können Lunchpakete gepackt werdenUnterbringung in Mehrbettzimmern; Doppelzimmer gegen AufpreisSieben Übernachtungensechs Tage Skipass (An- und Abreisetag sind seperat buchbar).Ski/Snowboardkurs in unterschiedlichen LeistungsgruppenFahrt im modernen Fernreisebus (beachte Infos zur An- und Abreise!)ReiseleitungKurtaxePreis: 720€Nicht im Preis von 720€ enthalten:Ski- und Snowboarddepot für sechs Euro pro Woche bei Materialausleihe im Skigeschäft, sonst zwölf Euro pro Woche. Stand Winter 2021/2022Unterbringung im Doppelzimmer: Aufpreis 25 Euro pro Person, die Buchung muss separat zur Reisebuchung erfolgen.Es fallen 5 Euro Pfand für die Keycard anSki- und Snowboardmaterial ist nicht enthaltenAn- und Abreisetag sind seperat buchbar. Der Buchungslink wird wenige Wochen vor Abfahrt an alle Teilnehmenden versand.Achtung:Bei dieser Tour können wir keinen Unterricht für Anfängerinnen und Anfänger im Skilaufen und Snowboarden anbieten!Bei der Teilnahme an Ski- und Snowboard-Kursen besteht Helmpflicht!Ski- und Snowboardkurse werden auf deutsch gegeben!Wir möchten darauf hinweisen, dass gemäß unserer Rücktrittsbedingungen und den Teilnahmebedingungen im Hochschulsport im Falle eines Rücktritts von der Reise Stornierungskosten anfallen. Aus diesem Grund empfehlen wir allen Teilnehmenden unserer Wintersporttouren den Abschluss einer Reiserücktrittkostenversicherung.Anmeldung:Im Hochschulsportbüro IBitte einen Personalausweis sowie ein Nachweis von 2G vorlegen"
119;Termin:05.01.-14.01.2022 (8 Skitage)In Kooperation mit der Uni Aachen bieten wir eine Ski-/Snowboardausbildung in Arosa (Schweiz) an. Diese Ausbildung befähigt gute Skiläufer/innen und Snowboarder/innen Ski- und Snowboardunterricht im Hochschulsport zu unterrichten. Die Ausbildung liegt im Niveau über der Grundstufe des Deutschen Skiverbandes.In beiden Bereichen gestalten ausgewiesene Ausbilder /innen die Fortbildung.Die theoretische und praktische Ausbildung umfasst Didaktik, Methodik, Technik, Bewegungslehre und Schnee- und Lawinenkunde.In der praktischen Ausbildung werden Technik- und Methodik-Schulung zu gleichen Teilen berücksichtigt.Wichtig:In diesem Jahr wird unsere Ausbildung vom WSV anerkannt. Wer nur die Ausbildung absolviert, bekommt die Grundstufe 1 anerkannt, wer im selben Winter die Aus- und die Fortbildung absolviert, bekommt die Grundstufe 2 anerkannt.Voraussetzungen:2G (geimpft oder genesen)Unterbringung:Im Basic Hotel sind wir in 3- und 4-Bettzimmern untergebracht.An- und Abreise:erfolgt in EigenregieLeistungen:Ausbildungskurs zum Hochschulsportübungsleiter / inÜbernachtung mit HalbpensionVideo und RahmenprogrammKurtaxeSkipassPreis:930€  (inkl. Liftpass)Anmeldung:ab sofort im Hochschulsportbüro IBegrenzte Teilnehmerzahl!
120;Termin:14.12. - 19.12.2021 (4,5 Skitage)Seit über 10 Jahren führt der Hochschulsport in Kooperation mit der Uni Aachen seine Ski -und Snowboardfortbildung in St. Moritz bei immer besten Schneeverhältnissen zu dieser Jahreszeit durch.Die Fortbildung beschäftigt sich mit aktuellen Themen der Praxis/Fahrtechnik, Didaktik / Methodik und Theorie.In beiden Bereichen gestalten ausgewiesene AusbilderInnen die Fortbildung.Voraussetzungen:2G (geimpft oder genesen)Skigebiet:Von Celerina haben wir direkten Anschluss an alle großen Skigebiete: die Corviglia mit Direktanschluss an St. Moritz, den hoch gelegenen Piz Corvatsch (3.451 m) und das „Doppel-Skigebiet“ Lagalb/Diavolezza (bis 3.000 m).Unterbringung:Wir wohnen in Celerina in einer modernen Lodge, die über Mehrbettzimmer für 4 bis 10 Personen verfügt. Ein Skikeller und zwei Gesellschafts-/Partyräume bieten Platz und Möglichkeiten für das Abendprogramm.Die Verpflegung wird von einer Küchenkraft organisiert, wobei diese unsere tatkräftige Unterstützung bei der Zubereitung der Speisen benötigt.Leistungen:Unterbringung in MehrbettzimmernVollverpflegung (mittags Lunchpakete)LiftpassHin- und Rückfahrt in modernen ReisebussenSki- und Snowboardfortbildung in Leistungs- und Neigungsgruppenmind. 5 Ski- und Snowboardlehrer/innenKursorganisation und -betreuung, VideoKurtaxePreis:730€ (inkl. Skipass)Anmeldung:ab sofort im Sportbüro IBegrenzte Teilnehmerzahl!
